position,description,certificate,company,city,sks,period,link,start_intern,end_intern,start_regis,end_regis
"Mahasiswa Jurusan Teknik Kimia, Kimia MIPA",Internship Learning Management Program based on Competency,Bersertifikat,Wilmar Group Indonesia  ,Indonesia,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bb1df37c-f370-4825-97f2-c81447bbaf7c/b9306b9e-ad82-11eb-87b2-c2c15332c25a,02 Aug 2021,28 Feb 2022,14 Jun 2021,31 Jul 2021
Mahasiswa Jurusan Teknik Lingkungan,Internship Learning Management Program based on Competency,Bersertifikat,Wilmar Group Indonesia  ,Indonesia,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bb1df37c-f370-4825-97f2-c81447bbaf7c/18ae8712-ad88-11eb-87b2-c2c15332c25a,02 Aug 2021,28 Feb 2022,14 Jun 2021,31 Jul 2021
"Mahasiswa Jurusan Teknik Mekatronik, Teknik Otomasi Manufaktur & Mekatronika",Internship Learning Management Program based on Competency,Bersertifikat,Wilmar Group Indonesia  ,Indonesia,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bb1df37c-f370-4825-97f2-c81447bbaf7c/d44ba9e8-ad89-11eb-87b2-c2c15332c25a,02 Aug 2021,28 Feb 2022,14 Jun 2021,31 Jul 2021
"Mahasiswa Jurusan Teknik Mesin, Konversi Energi",Internship Learning Management Program based on Competency,Bersertifikat,Wilmar Group Indonesia  ,Indonesia,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bb1df37c-f370-4825-97f2-c81447bbaf7c/d7779708-ad87-11eb-b34d-7e0867a6abdb,02 Aug 2021,28 Feb 2022,14 Jun 2021,31 Jul 2021
Mahasiswa Jurusan Teknik Multimedia dan Jaringan,Internship Learning Management Program based on Competency,Bersertifikat,Wilmar Group Indonesia  ,Indonesia,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bb1df37c-f370-4825-97f2-c81447bbaf7c/fe519956-ad89-11eb-87b2-c2c15332c25a,02 Aug 2021,28 Feb 2022,14 Jun 2021,31 Jul 2021
Mahasiswa Jurusan Teknik Pertanian,Internship Learning Management Program based on Competency,Bersertifikat,Wilmar Group Indonesia  ,Indonesia,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bb1df37c-f370-4825-97f2-c81447bbaf7c/05d8d510-ad89-11eb-87b2-c2c15332c25a,02 Aug 2021,28 Feb 2022,14 Jun 2021,31 Jul 2021
Mahasiswa Jurusan Teknik Sipil,Internship Learning Management Program based on Competency,Bersertifikat,Wilmar Group Indonesia  ,Indonesia,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bb1df37c-f370-4825-97f2-c81447bbaf7c/30d543c0-ad89-11eb-b34d-7e0867a6abdb,02 Aug 2021,28 Feb 2022,14 Jun 2021,31 Jul 2021
Mahasiswa prodi kesejahteraan sosial (pekerja sosial),From Care to Education,Bersertifikat,Yayasan Sayap Ibu Banten ,Kota Tangerang Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e4028c2a-6157-43b3-a1c7-33a418f35459/6aca125a-bc3b-11eb-a1a4-ba5b2e42dfc9,01 Aug 2021,31 Jan 2022,01 Jun 2021,31 Jul 2021
Mahasiswa prodi manajemen logistik,From Care to Education,Bersertifikat,Yayasan Sayap Ibu Banten ,Kota Tangerang Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e4028c2a-6157-43b3-a1c7-33a418f35459/ac726e7d-bc3c-11eb-90d6-2e9c647016ee,01 Aug 2021,31 Jan 2022,01 Jun 2021,31 Jul 2021
Mahasiswa prodi manajemen sumber daya manusia,From Care to Education,Bersertifikat,Yayasan Sayap Ibu Banten ,Kota Tangerang Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e4028c2a-6157-43b3-a1c7-33a418f35459/3f40f368-bc3d-11eb-a721-ee1059a5e910,01 Aug 2021,31 Jan 2022,01 Jun 2021,31 Jul 2021
Mahasiswa program studi Gizi,From Care to Education,Bersertifikat,Yayasan Sayap Ibu Banten ,Kota Tangerang Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e4028c2a-6157-43b3-a1c7-33a418f35459/41dacc83-bc3e-11eb-90d6-2e9c647016ee,01 Aug 2021,31 Jan 2022,01 Jun 2021,31 Jul 2021
Maintenance Internship,"Peningkatan Efektivitas dan Efisiensi Mesin dengan meningkatkan proses otomatisasi, kendali cerdas, dan perawatan cerdas.",Bersertifikat,Kalbe ,Kab. Karawang,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/aeb8b736-a98c-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
Management Marketing Intern,Developing Omni Channel Digital Marketing & Event,Bersertifikat,Kalbe ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/1e62b1bc-a9d7-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
Management Pemasaran,Aplikasi Channel Management,Bersertifikat,Bhinneka.com ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0c3fcde6-8fc9-420b-9ae9-d6adc16be73f/d3f9fd8b-a7f8-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,21 Jun 2021,16 Jul 2021
Manajemen Produk,Pengembangan Produk Baru Granola Tempe,Bersertifikat,Kalbe ,Kab. Karawang,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/ca480dfd-a9b5-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,16 Jun 2021,30 Jul 2021
Manufacturing Competencies (MCS),-,Bersertifikat,Paragon Technology and Innovation ,Kota Tangerang,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/ec2545db-a963-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Manufacturing Excellence (MEX),-,Bersertifikat,Paragon Technology and Innovation ,Kota Tangerang,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/6562528b-a963-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Manufacturing Project Analyst (Internship),Manufaturing Performance Improvement Project,Bersertifikat,Sanofi Indonesia  ,Kota Jakarta Timur,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c18178fa-4430-4710-b6fc-a28b9121734a/4f76e189-a9ab-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Jan 2022,15 Jun 2021,10 Jul 2021
Market Development,-,Bersertifikat,Paragon Technology and Innovation ,"Jakarta, Bogor, Bandung, Semarang, Jogja, Surabaya",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/8c11b0c0-a96e-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Marketing,Agile Management Practice in Digital Ecosystem through TELKOM DDB Internship Program,Bersertifikat,Telkom ,Jakarta/Bandung/online,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/cf097e64-a9c0-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,15 Jun 2021,31 Jul 2021
Marketing,Marketing Internship Program,Bersertifikat,MAP ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee7b0151-ca37-458e-bb5b-48d25f88b664/fb69b824-a9a3-11eb-b34d-7e0867a6abdb,23 Aug 2021,17 Dec 2021,07 Jun 2021,23 Jul 2021
Marketing,Shopee Apprentice Program,Bersertifikat,Shopee ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/10ad2646-1ac9-423e-bb37-fe2cc73e780d/03ff4128-a95e-11eb-b34d-7e0867a6abdb,01 Jul 2021,30 Dec 2021,01 Jun 2021,30 Jun 2021
Marketing Administrator,KalGenEx (Kalbe’s Genomic Business Experience),Bersertifikat,Kalbe ,Kota Jakarta Timur,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/89ef6af4-b26c-11eb-b1f3-8a52225fc8c4,01 Jul 2021,31 Dec 2021,01 Jun 2021,30 Jun 2021
Marketing and Development Officer ,Manajemen Kewirausahaan Sosial dan Platform Digital Manajemen Rantai Pasok Usaha Bagi UMKM,Bersertifikat,Krealogi ,Jakarta,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/267f61ac-7e45-46c4-8bbb-a52a8cc4babc/c38c1599-98d4-11eb-8dc9-d67539a46681,02 Aug 2021,24 Dec 2021,02 Jun 2021,05 Jul 2021
Marketing B2C Intern,Marketing B2C Internship Program,Bersertifikat,Binar Academy ,Kota Tangerang Selatan,20 SKS , 3 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/2f7c9cd0-ddbc-4ac6-a7ed-2bd6e59ba179/6f6bdd5e-a852-11eb-b34d-7e0867a6abdb,01 Aug 2021,30 Nov 2021,15 Jun 2021,30 Jun 2021
Marketing & Branding,IFRS 17 & Sharia Spin-Off Project,Bersertifikat,Prudential Indonesia ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d7dba154-bb40-4f26-ba87-819153240ca6/c88c7837-a9bf-11eb-87b2-c2c15332c25a,02 Aug 2021,01 Dec 2021,07 Jun 2021,25 Jun 2021
Marketing Data Analyst ,The INTERNerary,Bersertifikat,tiket.com ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/98eb0aec-3181-4f8c-8b01-25e24af7129b/4407e0fa-a89d-11eb-b34d-7e0867a6abdb,09 Aug 2021,14 Feb 2022,28 Jun 2021,26 Jul 2021
Marketing Intern ,BUSINESS DEVELOPMENT,Bersertifikat,Kalbe ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/fba53bfd-a9bf-11eb-87b2-c2c15332c25a,02 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
Marketing Officer,Online Course Premium Selfdev,Bersertifikat,Semua Murid Semua Guru ,seluruh indonesia,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/b105a23b-a9d0-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Marketing Platform Support,Digibank Marketing Platform Process Excellence,Bersertifikat,Bank DBS Indonesia ,DKI Jakarta,20 SKS , 11 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38814882-af32-4727-a0ee-fb8a36d52243/bd8cb322-a8c7-11eb-87b2-c2c15332c25a,23 Aug 2021,25 Jul 2022,28 Jun 2021,23 Jul 2021
Marketing Solutions Interns,Program Magang Lazada Indonesia Marketing Team,Bersertifikat,Lazada ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/dd3706d3-a994-11eb-b34d-7e0867a6abdb,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
Marketing Specialist (Humas/PR),Pengembangan Literasi dan Bakat Keluarga berbasis Kearifan Lokal,Bersertifikat,Semua Murid Semua Guru ,"Bandung, Jawa Barat",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/3acedbb6-a9c4-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Material Engineer Intern,"Learning Management for ABM Mining, Engineering & Logistic",Bersertifikat,ABM ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9d58b4f8-33a7-476d-b44c-966e73da4e7b/bf872c71-a8ea-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,01 Jul 2021,31 Jul 2021
Math Specialist Intern,Zenius Internship Program 2021,Bersertifikat,Zenius ,"Graha Aktiva, Kuningan Timur, Setiabudi, Jakarta Selatan",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/261f4d66-aa98-41a5-a213-a079764411a7/ff4ad185-a8c7-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
Media Planner,B2B2C E-COMMERCE SOFTWARE AS A SERVICE,Bersertifikat,Suitmedia ,Work From Home (WFH),20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8bbe4d2b-fcb8-4bc3-a414-4393f5cb0d1b/e8ff0cb8-a98c-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Jan 2022,01 Jun 2021,30 Jun 2021
Media Relation Intern ,InternAtCampaign - Engagement and Communication,Bersertifikat,Campaign.com ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d2d37548-9ab8-4a9d-84c6-a9c0359989ba/ade958b1-adbc-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Jan 2022,01 Jun 2021,31 Jul 2021
Medical Marketing Intern,"Media Communications Inotiative Program, Webinar Edukasi Medis (SKP) by Zoom, Media Communications Inotiative Program, Social Media & Website Analytics",Bersertifikat,Kalbe ,"Sunter, North Jakarta",20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/3efccf8c-a9bb-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
Mekatronik Intern,"Learning Management for ABM Mining, Engineering & Logistic",Bersertifikat,ABM ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9d58b4f8-33a7-476d-b44c-966e73da4e7b/008f2309-a8c0-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,01 Jul 2021,31 Jul 2021
Mentor Quality Intern,Mentor Quality Internship Program,Bersertifikat,Binar Academy ,Kota Tangerang Selatan,20 SKS , 3 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/2f7c9cd0-ddbc-4ac6-a7ed-2bd6e59ba179/45eef924-a850-11eb-b34d-7e0867a6abdb,01 Aug 2021,30 Nov 2021,15 Jun 2021,30 Jun 2021
Merchandise Planner,Internship Program,Bersertifikat,MAP ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee7b0151-ca37-458e-bb5b-48d25f88b664/050b03b4-a9b3-11eb-b34d-7e0867a6abdb,23 Aug 2021,11 Feb 2022,07 Jun 2021,23 Jul 2021
Microservice Engineer,digibank Development Project,Bersertifikat,Bank DBS Indonesia ,DKI Jakarta,20 SKS , 11 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38814882-af32-4727-a0ee-fb8a36d52243/333ea348-a8e6-11eb-b34d-7e0867a6abdb,23 Aug 2021,25 Jul 2022,28 Jun 2021,23 Jul 2021
Middleware Appllication System Analyst,Analisa existing & pengembangan atas Middleware system,Bersertifikat,Bank CIMB Niaga ,work from home,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/7ee6d215-9ad2-4565-81c1-555e8efb1360/b8e25f6d-a96d-11eb-87b2-c2c15332c25a,23 Aug 2021,23 Feb 2022,15 Jun 2021,31 Jul 2021
Mining Engineering Intern,"Learning Management for ABM Mining, Engineering & Logistic",Bersertifikat,ABM ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9d58b4f8-33a7-476d-b44c-966e73da4e7b/83e504ab-a883-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,01 Jul 2021,31 Jul 2021
Mining Operation Intern,"Learning Management for ABM Mining, Engineering & Logistic",Bersertifikat,ABM ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9d58b4f8-33a7-476d-b44c-966e73da4e7b/9f30f607-a880-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,01 Jul 2021,31 Jul 2021
Mobile Apps,Learning Management For Industri Kreatif,Bersertifikat,MKA ,"Balikpapan, Kalimantan Timur",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/3dd0e109-3267-4dc3-ad3d-4b2e3cb309ab/e3b6edfd-a9c5-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,11 Jun 2021,15 Jul 2021
Mobile Apps Project Manager,Pengembangan inovasi aplikasi smart city dan smart enterprise,Bersertifikat,Citiasia Inc. ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1d463f4f-bcd8-4125-87a9-e0c00f5328dc/4798c022-a968-11eb-87b2-c2c15332c25a,28 Jun 2021,24 Dec 2021,14 Jun 2021,27 Jun 2021
Mobile Apps Security Tester,Pengembangan inovasi aplikasi smart city dan smart enterprise,Bersertifikat,Citiasia Inc. ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1d463f4f-bcd8-4125-87a9-e0c00f5328dc/0fd53137-a96a-11eb-b34d-7e0867a6abdb,28 Jun 2021,24 Dec 2021,14 Jun 2021,27 Jun 2021
Mobile Developer,B2B2C E-COMMERCE SOFTWARE AS A SERVICE,Bersertifikat,Suitmedia ,Work From Home (WFH),20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8bbe4d2b-fcb8-4bc3-a414-4393f5cb0d1b/e9435665-a98a-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jan 2022,01 Jun 2021,30 Jun 2021
Mobile Developer,Integrated Learning Management System for Corporate Innovation,Bersertifikat,Telkom ,Kota Bandung,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/fb6ea7a7-b91e-11eb-9d64-ea10715eded1,01 Jul 2021,31 Dec 2021,15 Jun 2021,30 Jun 2021
Mobile Developer,DigiKnow - Digital Knowledge Management System,Bersertifikat,Telkom ,"Sukasari,  Kota Bandung, Jawa barat",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/3653ad7b-b94f-11eb-bc17-8e3f329e4d8b,02 Aug 2021,31 Jan 2022,15 Jun 2021,31 Jul 2021
Mobile Engineer (Android/iOS) Intern,-,Bersertifikat,Traveloka ,Kab. Tangerang,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38b1780f-5eac-4fb2-922b-a38c739477e3/6ce71c46-a89b-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,14 Jun 2021,23 Jul 2021
Mobile programmer,-,Bersertifikat,Setjen DPR RI ,Kota Jakarta Pusat,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/2178804f-9f7d-44f7-af4b-4f9cec26a028/054ae331-c861-11eb-bc02-dae2475879b2,16 Aug 2021,31 Jan 2022,10 Jun 2021,30 Jul 2021
Mobile Solutions Analyst,B2B2C E-COMMERCE SOFTWARE AS A SERVICE,Bersertifikat,Suitmedia ,Work From Home (WFH),20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8bbe4d2b-fcb8-4bc3-a414-4393f5cb0d1b/bb5bafd1-a98c-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jan 2022,01 Jun 2021,30 Jun 2021
Mobility Product Portfolio,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/29b5baa8-a93a-11eb-87b2-c2c15332c25a,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
Modul Development,Online Course Premium Selfdev,Bersertifikat,Semua Murid Semua Guru ,seluruh indonesia,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/7e1c0d36-a9d0-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Modul Development,Asynchronous Learning for Beneficiaries,Bersertifikat,Semua Murid Semua Guru ,seluruh indonesia,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/a8cabd90-a9cf-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Monitoring,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/e57cf276-a938-11eb-87b2-c2c15332c25a,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
Monitoring Pelaporan dan Verifikasi,KELOLA SOSIAL YANG BERTANGGUNG JAWAB DALAM PEMBANGUNAN HUTAN TANAMAN INDUSTRI KARET ALAM BERKELANJUTAN - Jambi,Bersertifikat,Royal Lestari Utama  ,Kab. Tebo,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/72b71658-d290-430e-a70c-894e45bf22e9/0011fdc6-adb9-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,28 Jun 2021,23 Jul 2021
Monitoring Pelaporan dan Verifikasi,KELOLA SOSIAL YANG BERTANGGUNG JAWAB DALAM PEMBANGUNAN HUTAN TANAMAN INDUSTRI KARET ALAM BERKELANJUTAN - Jakarta,Bersertifikat,Royal Lestari Utama  ,Kota Jakarta Barat,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/72b71658-d290-430e-a70c-894e45bf22e9/9b2c1d88-adb9-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,28 Jun 2021,23 Jul 2021
Movic Demand Intern,Movic's Customer Retention,Bersertifikat,Astra ,Kota Jakarta Utara,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9dc50f6d-2e34-4b22-85ef-e01e696c2b10/db21ebb4-a9a8-11eb-87b2-c2c15332c25a,01 Jun 2021,30 Nov 2021,01 May 2021,31 May 2021
Movic Supply Intern,Supply Acquisition and Maintenance: Increase quality and utilization of partner,Bersertifikat,Astra ,Kota Jakarta Utara,20 SKS , 2 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9dc50f6d-2e34-4b22-85ef-e01e696c2b10/78d825b0-a9a8-11eb-b34d-7e0867a6abdb,01 Jun 2021,31 Aug 2021,01 May 2021,31 May 2021
Murex proyek Support,Treasury System (MUREX) Onshoring Project,Bersertifikat,Bank DBS Indonesia ,DKI Jakarta,20 SKS , 11 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38814882-af32-4727-a0ee-fb8a36d52243/7d25a4f8-a8f2-11eb-87b2-c2c15332c25a,23 Aug 2021,25 Jul 2022,28 Jun 2021,23 Jul 2021
New Business Development,Social Enterprise: New Business Development,Bersertifikat,Semua Murid Semua Guru ,DKI Jakarta,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/e90ebf3f-a9ca-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Non-Trade Procurement,-,Bersertifikat,TANIHUB GROUP  ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/da32871d-4655-45c1-914f-11e6af8555b8/757ea5c5-aec0-11eb-916a-fec524a7507d,16 Aug 2021,28 Feb 2022,15 Jun 2021,31 Jul 2021
Nutrition Intern,Pengembangan Produk Baru Granola Tempe,Bersertifikat,Kalbe ,Kab. Karawang,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/787c3650-a9b3-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,16 Jun 2021,30 Jul 2021
Occupational Health and Safety (OHS) System and Training Staff,Peningkatan Implementasi K3LH,Bersertifikat,Royal Lestari Utama  ,Kab. Tebo,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/72b71658-d290-430e-a70c-894e45bf22e9/c168293a-adad-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,28 Jun 2021,23 Jul 2021
Onboarding & Incubation Interns,Program Magang Lazada Indonesia Business Development Team,Bersertifikat,Lazada ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/3ec4ba42-a98a-11eb-b34d-7e0867a6abdb,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
Online Marketing Intern ,The INTERNerary,Bersertifikat,tiket.com ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/98eb0aec-3181-4f8c-8b01-25e24af7129b/6c4e03c7-a8a0-11eb-b34d-7e0867a6abdb,09 Aug 2021,14 Feb 2022,28 Jun 2021,26 Jul 2021
Operational Risk Support,One Risk Management Group,Bersertifikat,Bank DBS Indonesia ,DKI Jakarta,20 SKS , 11 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38814882-af32-4727-a0ee-fb8a36d52243/cad5922b-a905-11eb-87b2-c2c15332c25a,23 Aug 2021,25 Jul 2022,28 Jun 2021,23 Jul 2021
Operational Support ,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/25407ce1-a936-11eb-87b2-c2c15332c25a,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
